,event_type,sub_event_type,assoc_actor_1,latitude,longitude,notes,month
19360,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); Students (Pakistan),30.1999,67.0097,"On 2 November 2024, Baloch activists, students, and residents staged a protest organised by the Baloch Students Action Committee from Jamia Balochistan to Quetta Press Club in Quetta city (Quetta, Balochistan) against the enforced disappearance of two Baloch persons by military forces in November 2021.",2024-11
19361,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); Students (Pakistan),26.0001,63.0527,"On 2 November 2024, Baloch activists, students, and residents staged a protest organised by the Baloch Students Action Committee in Turbat city (Kech, Balochistan) against the enforced disappearance of two Baloch persons by military forces in November 2021.",2024-11
19362,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); Students (Pakistan),27.7383,66.6433,"On 2 November 2024, Baloch activists, students, and residents staged a protest organised by the Baloch Students Action Committee in Khuzdar city (Khuzdar, Balochistan) against the enforced disappearance of two Baloch persons by military forces in November 2021.",2024-11
19363,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); Students (Pakistan),25.8277,66.6227,"On 2 November 2024, Baloch activists, students, and residents staged a protest organised by the Baloch Students Action Committee in Uthal city (Las Bela, Balochistan) against the enforced disappearance of two Baloch persons by military forces in November 2021.",2024-11
19368,Protests,Peaceful protest,Students (Pakistan),29.7945,66.7206,"On 2 November 2024, residents and students staged protest and blocked Quetta-Karachi Highway near the deputy commissioner's office in Mastung city (Mastung, Balochistan), in response to a recent bomb blast attack near a school in Mastung city on 1 November 2024 (coded separately).",2024-11
19628,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),26.1135,62.0274,"On 1 November 2024, dozens of residents (likely Baloch based on area and issue) staged a protest and blocked the main highway in Mand area (Kech, Balochistan) opposing the recent establishment of FC checkpoints in the area. The residents claimed that FC forces had taken over homes and a school to set up these posts within the community.",2024-11
19901,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee,28.8263,62.751,"On 30 October 2024, a large number of relatives and BYC activists staged a protest rally at a market in Nok Kundi town (Chagai, Balochistan) against the enforced disappearance of Baloch persons by military forces. The protesters demanded the immediate return of all missing persons and called for their presentation in court to ensure a fair trial.",2024-10
20091,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee,28.9876,63.5908,"On 29 October 2024, relatives and BYC activists staged a protest rally in Chagai city (Chagai, Balochistan) against the enforced disappearance of Baloch persons by military forces. The protesters demanded the immediate return of all missing persons and called for their presentation in court to ensure a fair trial.",2024-10
20300,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee,28.8884,64.4061,"On 28 October 2024, a large number of relatives and BYC activists staged a protest rally from Arab Mosque to Dalbandin Press Club in Dalbandin city (Chagai, Balochistan) against the enforced disappearance of Baloch persons by military forces. The protesters demanded the immediate return of all missing persons and called for their presentation in court to ensure a fair trial.",2024-10
20486,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),26.0159,63.8883,"On 27 October 2024, relatives staged protest and blocked CPEC Road in Hoshab area (Kech, Balochistan) against the enforced disappearance of a Baloch person by military forces (coded separately).",2024-10
20487,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,30.1999,67.0097,"On 27 October 2024, BNP-M activists staged protest outside Quetta Press Club in Quetta city (Quetta, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20488,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,27.7383,66.6433,"On 27 October 2024, BNP-M activists staged protest in Khuzdar city (Khuzdar, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20489,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,29.0266,66.5936,"On 27 October 2024, BNP-M activists staged protest in Kalat city (Kalat, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20490,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,26.0001,63.0527,"On 27 October 2024, BNP-M activists staged protest in Turbat city (Kech, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20491,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,28.6463,68.1562,"On 27 October 2024, BNP-M activists staged protest in Naseerabad city (Nasirabad, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20492,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,26.9817,64.1166,"On 27 October 2024, BNP-M activists staged protest in Panjgur city (Panjgur, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20493,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,28.5833,65.4167,"On 27 October 2024, BNP-M activists staged protest in Kharan city (Kharan, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20494,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,29.7945,66.7206,"On 27 October 2024, BNP-M activists staged protest in Mastung city (Mastung, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20495,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,28.4902,66.2636,"On 27 October 2024, BNP-M activists staged protest in Surab city (Kalat, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20496,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,27.3372,66.3761,"On 27 October 2024, BNP-M activists staged protest in Wadh town (Khuzdar, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20497,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,28.5467,68.223,"On 27 October 2024, BNP-M activists staged protest in Dera Murad Jamali city (Nasirabad, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20498,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,25.1216,62.3254,"On 27 October 2024, BNP-M activists staged a massive protest outside Gwadar Press Club in Gwadar city (Gwadar, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20641,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,29.5521,66.0228,"On 27 October 2024, BNP-M activists staged protest in Nushki city (Nushki, Balochistan) opposing the recent detention of BNP-M leaders by security forces in Islamabad. The leaders had been detained the previous week after voicing their opposition to the 26th Constitutional Amendment, which introduced changes to the judiciary.",2024-10
20642,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee,29.5521,66.0228,"On 27 October 2024, a large number of relatives and BYC activists staged protest in Nushki city (Nushki, Balochistan) against the enforced disappearance of Baloch persons by military forces.",2024-10
20740,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee,30.1999,67.0097,"On 26 October 2024, a large number of BYC activists staged protest at University Chowk on Saryab Road in Quetta city (Quetta, Balochistan) against the enforced disappearance of Baloch persons by military forces.",2024-10
20888,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee; Students (Pakistan),28.5833,65.4167,"On 25 October 2024, a large number of relatives, residents, and BYC and Baloch activists staged protest from Nawab Akbar Khan Bugti stadium to the Red Zone in Kharan city (Kharan, Balochistan) against the enforced disappearances of Baloch persons by military forces.",2024-10
21152,Protests,Peaceful protest,Health Workers (Pakistan); Students (Pakistan),26.0001,63.0527,"On 24 October 2024, Makran Medical College students staged protest and blocked CPEC Road outside the university in Turbat city (Kech, Balochistan), against the lack of facilities at the college.",2024-10
